numero_votavel,sigla_uf,nome_partido,nome_votavel,total_votos
1187,RS,PP,TOMAZ SCHUCH,2282
1178,RS,PP,EDMAR HERMANY,14573
3133,RS,PHS,AIDA CORETI,837
5021,RS,PSOL,LUIS POSSAMAI,299
2345,RS,PPS,LUKY VIEIRA,2200
4455,RS,PRP,ZÉ RICARDO,205
5025,RS,PSOL,TIAGO LOEBLEIN,186
3388,RS,PMN,PROF. MIRIAM K. RIEDEL,261
1107,RS,PP,GRACE LA ROCHA,583
4021,RS,PSB,CACIA,374
4505,RS,PSDB,ALCIONE VIEGAS DE LACERDA,1328
1267,RS,PDT,FACHINI,5573
1630,RS,PSTU,SADAO MAKINO,461
5006,RS,PSOL,JORGE RUAS,728
5060,RS,PSOL,FABIAN TUBINO,308
5199,RS,PEN,ELVIS,162
2027,RS,PSC,SADI CORREA DA CAS,420
1408,RS,PTB,PROFESSORA ANA PAULA VILIANO,552
1562,RS,PMDB,PROF. JOÃO EDUARDO REYMUNDE,2454
2860,RS,PRTB,HUGUES LOUREIRO MARQUES,159
5440,RS,PPL,PEDRO AZEVEDO,563
1585,RS,PMDB,LINO ABEL,807
5077,RS,PSOL,CLAUDIOMIRO PEREIRA,276
2324,RS,PPS,MARIA DE FATIMA,530
2806,RS,PRTB,MANOELZINHO CARTEIRO,466
3171,RS,PHS,MACACO TIÃO MINEIA,62
1655,RS,PSTU,CARINA LEMOS,201
3148,RS,PHS,JOÃO DO TÁXI,222
1390,RS,PT,LAURO ALEMÃO,194
6543,RS,PC do B,EDILZA,28
5070,RS,PSOL,MARIO FERNANDO,486
9010,RS,PROS,GESSI DE JESUS,228
5080,RS,PSOL,MARNE PORCIUNCULA,93
3166,RS,PHS,CAROLINE MESQUITA,73
2800,RS,PRTB,JULIO VOLINO,379
6530,RS,PC do B,SARITA,111
4054,RS,PSB,MARCINHA DO JOEL,249
2350,RS,PPS,CRISS COUTO,277
2877,RS,PRTB,MICHELE SPIER,52
13,RS,PT,PT,157023
12,BA,PDT,PDT,28766
40,PE,PSB,PSB,112741
40,RS,PSB,PSB,14921
96,BA,,NULO,476364
96,PE,,NULO,249805
96,RS,,NULO,274774
45,BA,PSDB,PSDB,46020
45,PE,PSDB,PSDB,26223
45,RS,PSDB,PSDB,34400
5103,RS,PEN,IRENE WEBERY,61
1231,MG,PDT,SUB-TENENTE GONZAGA,93997
1307,MG,PT,ODAIR CUNHA,201782
1314,MG,PT,MARGARIDA SALOMÃO,78973
2233,MG,PR,LINCOLN PORTELA,98834
4535,MG,PSDB,EDUARDO BARBOSA,130453
4545,MG,PSDB,PAULO ABI-ACKEL,104849
13,MG,PT,PT,184405
40,MG,PSB,PSB,33772
55,MG,PSD,PSD,17958
1111,MG,PP,DIMAS FABIANO,129096
1121,MG,PP,RENZO BRAZ,109510
1363,MG,PT,LEONARDO MONTEIRO,115336
1501,MG,PMDB,WOSHINGTON CAPA,3299
2505,MG,DEM,MISAEL VARELLA,258363
11,MG,PP,PP,24772
1312,MG,PT,REGINALDO LOPES,310226
1333,MG,PT,PATRUS ANANIAS,147175
2021,MG,PSC,VANDERLEI TOMAZ,6110
4057,MG,PSB,VILSON DA FETAEMG,55165
4566,MG,PSDB,BONIFÁCIO ANDRADA,83628
1623,MG,PSTU,ANDRÉ NOGUEIRA,671
4044,MG,PSB,STEFANO AGUIAR,144153
2700,MG,PSDC,MARCIO NOBRE,43026
2560,MG,DEM,MARCO FELÍCIO,7755
1313,MG,PT,LINDOMAR GOMES,24920
4055,MG,PSB,CAPITÃO COSTA JÚNIOR,2110
10,MG,PRB,PRB,8175
12,MG,PDT,PDT,18664
14,MG,PTB,PTB,13802
36,MG,PTC,PTC,3816
1505,MG,PMDB,CACILDA CARVALHO,1371
3100,MG,PHS,GUSTAVO MITRE,47101
4540,MG,PSDB,WALTINHO,855
4567,MG,PSDB,BUENO BRANDÃO,5747
7747,MG,SD,FABIANO DINIZ,18664
19,MG,PTN,PTN,5841
1236,MG,PDT,DOUTOR BETINHO,3996
3645,MG,PTC,BRUNNY,45381
1519,MG,PMDB,ALEXANDRE MARQUES,4464
1980,MG,PTN,GIOVANI  BATISTA,3506
5000,MG,PSOL,ÉRICO COLEN,2101
1199,MG,PP,ODELMO LEÃO,179652
4599,MG,PSDB,FÁBIO,1306
1377,MG,PT,ENGENHEIRO GILSON QUEIROZ,23662
1907,MG,PTN,DELEGADO EDSON MOREIRA,49391
2204,MG,PR,VALÉRIO NETO,2310
4018,MG,PSB,RICARDO LOBATO,2005
9010,MG,PROS,ADEMIR CAMILO,56305
1011,MG,PRB,GREYCE ELIAS,11655
4488,MG,PRP,ADELMO,2474
1945,MG,PTN,ADILSON  DA VALE VERDE,38027
3660,MG,PTC,CLARA,48
4008,MG,PSB,GERALDO MAGELA CEGUINHO,18154
1210,MG,PDT,EDNA SANTOS,4974
28,MG,PRTB,PRTB,1369
2510,RJ,DEM,CRISTIANO GONÇALVES,614
2588,RJ,DEM,ROGERINHO DE NOVA IGUAÇU,3822
2789,RJ,PSDC,LOURIVAL GOMES,16807
2828,RJ,PRTB,MARCELO NASCIMENTO,16120
4343,RJ,PV,ARILDO MENDES,4346
4533,RJ,PSDB,VICTOR MAGALHÃES,381
5050,RJ,PSOL,CHICO ALENCAR,195964
23,RJ,PPS,PPS,5789
11,RJ,PP,PP,11799
22,RJ,PR,PR,31273
55,RJ,PSD,PSD,24877
1111,RJ,PP,JÚLIO LOPES,96796
1239,RJ,PDT,PASTOR RODRIGO FERNANDES,1376
1331,RJ,PT,BITTAR,30592
1333,RJ,PT,DANILO FUNKE LEME,20372
1500,RJ,PMDB,WILSON SILVA BESERRA,30109
1530,RJ,PMDB,EDUARDO CUNHA,232708
2220,RJ,PR,DEJORGE PATRICIO,30533
2280,RJ,PR,FRANCISCO FLORIANO,47157
1378,MG,PT,PEDRO ZACARIAS,7472
4511,MG,PSDB,JOAO BATISTA FOGUIM,2172
90,MG,PROS,PROS,4331
4344,MG,PV,ROMULO VENEROSO,33373
5123,MG,PEN,RICARDO PEDROSA,8710
1750,MG,PSL,ADEILSON GAGUINHO,985
2345,MG,PPS,DRA. REGINA CIOFFI,11241
1399,MG,PT,ROSIANE APARECIDA,412
5050,MG,PSOL,MARIA DA CONSOLAÇÃO,18486
5550,MG,PSD,JAIMINHO MARTINS,158907
5015,MG,PSOL,SARA AZEVEDO,1959
1212,MG,PDT,LAÉRCIO LETRO,2480
29,MG,PCO,PCO,1084
3140,MG,PHS,JOAQUIM ARAGUAIA,11287
1409,MG,PTB,ELIZEU ASSIS,2280
4512,MG,PSDB,MILI,4217
5100,MG,PEN,MARCOS TULIO,2722
7099,MG,PT do B,VINICIUS SAMOR DE LACERDA,14568
3636,MG,PTC,WELTON MANSO,1465
44,RJ,PRP,PRP,2046
5110,RJ,PEN,PASTOR OTONI DE PAULO,17813
5567,RJ,PSD,NELSON NAHIM,25872
7021,RJ,PT do B,ELIANE ROLIM,7559
7043,RJ,PT do B,PROFESSOR ALAILTON,535
1589,RJ,PMDB,DILVA GOMES,424
2226,RJ,PR,GILSON DO CEFEN,17631
2587,RJ,DEM,RODRIGO MAIA,53167
3377,RJ,PMN,ALESSANDRA FAES,3030
3655,RJ,PTC,ROBSON FRANCO DENTISTA,1030
5001,RJ,PSOL,PAULO EDUARDO GOMES,23410
1577,RJ,PMDB,MARCO ANTÔNIO CABRAL,119584
1201,RJ,PDT,DUDU DA RAIFE,7609
1225,RJ,PDT,JOSUE EBENEZER,3208
1303,RJ,PT,FABIANO HORTA,37989
2255,RJ,PR,DR PAULO CESAR,29557
2258,RJ,PR,PEREGRINO,13160
4004,RJ,PSB,PEDRO DELARUE,5174
1000,RJ,PRB,TADEU TÔ CONTIGO,27913
1234,RJ,PDT,BRIZOLA NETO,23720
1322,RJ,PT,WADIH DAMOUS,37814
6555,RJ,PC do B,ROSANA ROSA,9881
2201,RJ,PR,PROFESSORA RITA SUZUKI,1940
4007,RJ,PSB,MARLUS SUHET,3014
4545,RJ,PSDB,ANDREIA ZITO,34288
4577,RJ,PSDB,MARIANGELA VALVIESSE,7037
5000,RJ,PSOL,SANDRO SABINO,3673
2727,RJ,PSDC,LUIZ CARLOS RAMOS DO CHAPEU,33221
5121,RJ,PEN,EDSON FLAVIO,2584
7777,RJ,SD,MARCELO LESSA,7964
7799,RJ,SD,FERNANDO PAULADA,3738
9000,RJ,PROS,MIRO TEIXEIRA,58409
10,RJ,PRB,PRB,27660
1978,MG,PTN,CABO CAMARGO,2054
7020,MG,PT do B,ROBERTO CARLOS,36135
2017,MG,PSC,ANDRE TURCI,549
6569,MG,PC do B,CIDA VIEIRA,740
4311,MG,PV,FABINHO RAMALHO,83567
4422,MG,PRP,NORMANDIA,869
1100,MG,PP,RENATO ANDRADE,78151
1602,MG,PSTU,ROBERTO VERÔNICA,972
1522,MG,PMDB,BRENO CARONE,3770
1015,MG,PRB,ANDERSON ADAUTO,1365
1028,RJ,PRB,ADRIANA PORTO,658
5596,RJ,PSD,FRANCISCO BARBOSA,23807
7708,RJ,SD,ANDREI LARA,2558
7757,RJ,SD,RICARDO PERICAR,8709
1717,RJ,PSL,ATILA A. NUNES,27374
1777,RJ,PSL,ROMULO COSTA,6283
1940,RJ,PTN,LUANA CHAVES,527
3188,RJ,PHS,DR. LULA,2260
4581,RJ,PSDB,ANDRE COSTA,1125
1269,RJ,PDT,PEDRA,20116
1595,RJ,PMDB,PATTY SILVA,96
4333,RJ,PV,JULIA DUPPRE,1771
1009,RJ,PRB,SARGENTO DE PAULA,269
4330,MG,PV,LILIAN PINHO,1330
3366,MG,PMN,SGT. GILBERTO,728
2030,MG,PSC,MARILZA FIGUEIREDO,257
4006,MG,PSB,SAOZINHA,305
1722,MG,PSL,CLAUDINÊ BATALHA,464
2001,MG,PSC,JULIO ALVES DA SILVA,584
1953,MG,PTN,HELIO LEITAO,160
4054,MG,PSB,PROFESSORA SOCORRO,510
2012,MG,PSC,JOSE DO CARMO,3627
1456,MG,PTB,MAURA MACEDO,1126
1123,MG,PP,PEDRO ONZE,3536
4445,MG,PRP,ATALIBA,596
4333,MG,PV,RENATO GOMES,9395
7049,MG,PT do B,RONALDINHO COVER,4094
2232,RJ,PR,CORONEL ALNYR RIBEIRO,2147
2245,RJ,PR,GEGÊ DO AÇOUQUE,11798
3344,RJ,PMN,JOSEMAR PADILHA,9322
7711,RJ,SD,LEONARDO DA VILA,17037
7725,RJ,SD,EZEQUIEL TEIXEIRA,35701
7727,RJ,SD,DR. JOÃO DIAS,3105
9040,RJ,PROS,CHICO BORRACHEIRO,9525
9055,RJ,PROS,THIAGO BARRETO,6395
1050,RJ,PRB,MALAFAIA,3461
1616,RJ,PSTU,CYRO GARCIA,8737
2216,RJ,PR,BETO ALMADA,7795
2223,RJ,PR,AGUINALDO TIMOTHEO,18839
2233,RJ,PR,SERGINHO,12141
7789,RJ,SD,BETO AMIZADE,2248
4554,RJ,PSDB,MARCELO ITAGIBA,16624
7045,RJ,PT do B,LINDA ZITO,1352
1007,RJ,PRB,COWBOY BELEZA,6454
1213,RJ,PDT,THIAGO PACHECO,4115
1235,RJ,PDT,MARCIA GARCIA,2498
6513,RJ,PC do B,FERNANDO CID,10418
2500,RJ,DEM,ALEXANDRINA FALCÃO,2913
3104,RJ,PHS,DELCIO,3776
31,RJ,PHS,PHS,1107
2215,RJ,PR,CRISTIANE AROUCA,1197
7707,RJ,SD,INGRID MERENDA,1482
2712,RJ,PSDC,ANDERSON DE SOUZA,1260
5454,RJ,PPL,FERNANDO SIQUEIRA,4119
2332,RJ,PPS,ALEMÃO,688
2888,RJ,PRTB,DR. FABIO SIMÕES LEITE,9256
4415,RJ,PRP,ALEXANDRE VALLE,26526
1036,RJ,PRB,RENATO DUTRA PROF.E ENFERMEIRO,1245
1062,RJ,PRB,JOÃO RABELO,686
1563,RJ,PMDB,JORGE GIN HONORATO,855
1131,RJ,PP,OSMANI SUZANO,787
1715,RJ,PSL,CARLOS EDUARDO,1259
3334,RJ,PMN,NICO DO REAL,3150
3611,RJ,PTC,ROBERTO CIZA,550
1230,RJ,PDT,ROMULO GENTIL,1040
2812,RJ,PRTB,ABÍLIO MACIEL,11566
2838,RJ,PRTB,GERSON PAULO,3380
5198,RJ,PEN,DONIZETE,144
1011,RJ,PRB,EDUARDO SILVA,1319
29,RJ,PCO,PCO,538
2721,RJ,PSDC,GABRIELA PACHECO,267
5032,RJ,PSOL,MARCELO SALIM,1782
2550,RJ,DEM,DR. JOSÉ CARLOS ADVOGADO,1998
3121,RJ,PHS,ZICO BACANA,5150
2242,RJ,PR,JUNIOR VALENTE,3061
3136,RJ,PHS,ALEIXO FRANGÃO,200
1433,RJ,PTB,PAULINHO DA REFRIGERAÇÃO,3413
4302,RJ,PV,FUZILEIRO ISAMAR,696
1345,RJ,PT,ALBERTO SENSATO,2519
3333,RJ,PMN,DR. CARLOS ALBERTO,4872
3610,RJ,PTC,JOSÉ BONIFÁCIO,2780
2001,RJ,PSC,ADRIANO DIDI,1873
2122,RJ,PCB,ANA RACHEL,353
2219,RJ,PR,SHEILINHA PESSOA,445
7068,RJ,PT do B,TELMINHA DA VIGA,115
7072,RJ,PT do B,ECO STACCATO,57
4507,RJ,PSDB,DRA. MARINEIDA ROCHA,433
4569,RJ,PSDB,J.A - JORGE AQUILES,1458
4551,RJ,PSDB,ANTONIO ELOY,607
1172,RJ,PP,EVANDRO LOURENCO O GENTE NOSSA,1165
6500,RJ,PC do B,FELIPE DELGADO,1202
3101,RJ,PHS,MARCELO PARSEGHIAN,1258
3145,RJ,PHS,GILSON DE SOUZA,572
3146,RJ,PHS,PASTOR ABIMAEL SILVA,136
5080,RJ,PSOL,EDUARDO TEFFÉ,708
7006,RJ,PT do B,JUNIOR CORVETA,462
1533,RJ,PMDB,MARQUINHO LUANDA CAR,12012
2823,RJ,PRTB,TIAGO CUNHA,3797
3150,RJ,PHS,MARCO ROLDAN,1415
2351,RJ,PPS,ANDINHO DO GÁS,1098
2532,RJ,DEM,JAIRO COHEN,557
7011,RJ,PT do B,HÉLCIO ÂNGELO,9192
2878,RJ,PRTB,VALDIR VIRGNES,8403
4416,RJ,PRP,J. REIS DUALIBI,163
1012,RJ,PRB,MARCO SILVA,3155
1177,RJ,PP,LUIZ SKADÃO,1400
7041,RJ,PT do B,BALDEZ,2113
4599,RJ,PSDB,LUCY AZEVEDO,315
2261,RJ,PR,A TIA VILMA,1230
7755,RJ,SD,JONAS DA RECICLAGEM,1688
3602,RJ,PTC,MARCIA LOUREIRO,101
2214,RJ,PR,JORGE LEIBE,826
3109,RJ,PHS,GILMAR REIS,3204
2100,RJ,PCB,CAIO ANDRADE,1418
2111,RJ,PCB,GENOBRE LIMA,396
3113,RJ,PHS,LAUDIER,1460
2562,RJ,DEM,MANEL LARANJEIRAS,1323
1037,RJ,PRB,PATRICIA BORRET,1302
4068,RJ,PSB,ELSON RODRIGUES,675
4525,RJ,PSDB,FATIMA RIBEIRO,331
3111,RJ,PHS,SUZANO,1568
4562,RJ,PSDB,SANDRA GARRINCHINHA,1922
1328,RJ,PT,NININHA,200
5045,RJ,PSOL,PASTOR JEFERSON BARROS,3701
1709,RJ,PSL,DR. ZEGUIAR,878
6530,RJ,PC do B,FRED KOHLER,1640
3120,RJ,PHS,VANILDA RANGEL,243
5424,RJ,PPL,CRISTINA PRATA,77
1001,RJ,PRB,MARCÃO SCOPRESS,2500
1394,RJ,PT,JORGE MELO,6673
5112,RJ,PEN,LÉO DA FEIRINHA,1059
2213,RJ,PR,GEREMIAS COUTO,3529
2236,RJ,PR,RODRIGO NECA,15929
2112,RJ,PCB,FERNANDA FORTINI,269
4033,RJ,PSB,JOÃO ARAÚJO,597
1218,RJ,PDT,DR. CARLOS ONTIVEROS,8400
3129,RJ,PHS,ADRIANA FRANÇA,378
7074,RJ,PT do B,ALDO NEGÃO,364
2297,RJ,PR,JOSIMAR MOTA,3149
2844,RJ,PRTB,ROGERIO AMORIM,1138
3123,RJ,PHS,MAROTTE JÁ É,13336
7772,RJ,SD,MANDINHO GOMES,828
2704,RJ,PSDC,SARGENTO ENALDO,1435
4099,RJ,PSB,MARLI CUMMINGS,500
1744,RJ,PSL,ERNANI BOLDRIM,8975
2729,RJ,PSDC,ALMIR NAPOLEÃO,3133
4466,RJ,PRP,WILSON DE SOUZA NETO,382
1093,RJ,PRB,MIZAEL BOMBEIRO,1874
1149,RJ,PP,DEBORA,27
7721,RJ,SD,CORONEL EDSON,1511
1203,RJ,PDT,PAULA GUERRA,456
7723,RJ,SD,DR. JEFERSON EVANGELISTA,3255
2257,RJ,PR,YUL GOMES,3371
7722,RJ,SD,ALAN SILVA,5042
2281,RJ,PR,LUCIANO DA SOS,5091
5056,RJ,PSOL,VERACI,833
2256,RJ,PR,MAGAL,15944
4521,RJ,PSDB,SIRLEI,1023
4021,RJ,PSB,SALOMÃO HARIBABA,2223
1291,RJ,PDT,AGNALDO MEIRA,330
5038,RJ,PSOL,RICARDO PESSANHA,440
1342,RJ,PT,CRIS BRASIL,638
2300,RJ,PPS,MIM,176
1445,RJ,PTB,VICTOR ACCIOLY,2044
7766,RJ,SD,ISAIAS DE OLIVEIRA,70
1789,RJ,PSL,PEDRO CHAVARRY,1948
3191,RJ,PHS,MARCUS  FUSCO,272
5107,RJ,PEN,EMERSON DE DEUS,1504
5070,RJ,PSOL,RONAN SANTOS,1399
2791,RJ,PSDC,BHAJANO HONORATO,1452
2866,RJ,PRTB,PROFESSOR  PAULO DA VITÓRIA,514
3660,RJ,PTC,LINCOLN RODRIGÃO,1413
1317,RJ,PT,LUIZ CLAUDIO,397
2801,RJ,PRTB,GOMES NETO,424
2235,RJ,PR,EDUARDO RAMOS,265
2260,RJ,PR,ZITO DAFLON,1129
2705,RJ,PSDC,ROGÉRIO VERISSIMO,480
3183,RJ,PHS,CIDINHO DA LOTUS,251
2276,RJ,PR,MARIA TRAJANO,172
2856,RJ,PRTB,LUIS BIBÃO,1428
4501,RJ,PSDB,RODRIGO BOROBIA,580
2739,RJ,PSDC,ADEMILTON MOREIRA,1335
2728,RJ,PSDC,GIL GUERRA,2755
3125,RJ,PHS,NEY DO VALLE,1682
4013,RJ,PSB,ALESSANDRO GOMES,740
3343,RJ,PMN,MESTRE CELSO,562
4307,RJ,PV,ROBSON DA CONSTRUAÇU,459
1015,RJ,PRB,VC_VIEIRA DA COSTA,805
2818,RJ,PRTB,MARCELO LONDON,35
1056,RJ,PRB,ALCIONE LOPES,220
3155,RJ,PHS,ALEXANDRE FRANÇA,1288
5008,RJ,PSOL,ADRIANA RODRIGUES,715
4527,RJ,PSDB,DANETE,387
4056,RJ,PSB,BIANCA MOTA,486
1032,RJ,PRB,GRAÇA GUERREIRA DA SAÚDE,382
7081,RJ,PT do B,PATRICIA FELIX,331
1045,RJ,PRB,EDMILSON PALMIER,474
1261,RJ,PDT,ROSE ATIE,650
4433,RJ,PRP,EVALCIR SANTOS,1712
7010,RJ,PT do B,ROMARINHO CUSTODÓPOLIS,1741
5152,RJ,PEN,PROFESSOR FRAGA,1264
2224,RJ,PR,CARLINHOS BOMBEIRÃO,333
1569,RJ,PMDB,VANUZA,1269
5133,RJ,PEN,DELMA JARDIM,2327
1019,RJ,PRB,JOCEMIRIO PEREIRA,469
7032,RJ,PT do B,VALDECK OLHO VERDE,151
1090,RJ,PRB,TUNINHO BOCÃO,2149
2800,RJ,PRTB,MARCO MANCHA,2841
7773,RJ,SD,PASTOR DIDA,2145
1098,RJ,PRB,PROFESSOR ADEILDO,1355
4311,RJ,PV,PÂMELA STÔPPA,365
5188,RJ,PEN,DR ANTONIO DENTISTA,905
1044,RJ,PRB,JULIO DO CAVALO,897
1270,RJ,PDT,MERALDO HULPAN,690
4518,RJ,PSDB,MARYSTELLA GOMES,83
4530,RJ,PSDB,ANSELMO DA FARMÁCIA,1233
3137,RJ,PHS,JOPHER,313
2293,RJ,PR,ALESSANDRA SOS,125
4313,RJ,PV,JEOVANE LOMEU,707
2114,RJ,PCB,VALMIRIA GUIDA,314
2710,RJ,PSDC,ALOYR,619
1078,RJ,PRB,ALEXANDRA OLIVEIRA,548
9001,RJ,PROS,RONALDO DE CARVALHO,502
5039,RJ,PSOL,RICARDO DEMETRIO,1238
1707,RJ,PSL,ARLINDO DO GAS,727
2190,RJ,PCB,RODRIGO MARTINS,107
4517,RJ,PSDB,SILVANA COSTA,462
4363,RJ,PV,MALAQUIAS,142
1567,RJ,PMDB,NELSON TABORDA,229
4331,RJ,PV,SERGINHO MONTEIRO,387
5144,RJ,PEN,PAULO VIANNA,1044
2324,MG,PPS,CARLINHOS FIO,358
1512,MG,PMDB,RONALDO BRAGA,7637
7009,MG,PT do B,REINALDO LIMA GALO,840
7040,MG,PT do B,DOMINGOS DE CASTRO,7805
4034,MG,PSB,MARCELO DA S.A ADVOCACIA,301
3646,MG,PTC,DIVINO,509
1744,MG,PSL,ALEXANDRE LIMA,4147
7707,MG,SD,LEONARDO BARROS,599
7030,MG,PT do B,QUINQUINHA,192
4570,MG,PSDB,MARCIANO-JOSÉ MARCIANO,4822
5118,MG,PEN,PATRICIA NESSIM,277
1569,MG,PMDB,JAMIR ANDRADE,191
2501,MG,DEM,ZENILDA MARCHEZINE,1325
3637,MG,PTC,PASTOR GERALDO MAGELO,536
1301,MG,PT,CESAR CAROLINO,2135
1250,MG,PDT,PROF.RAFAEL TEIXEIRA,1461
1919,MG,PTN,VILMAR DO SITRAMONTI,4138
2112,MG,PCB,PATRICK OSORIO,872
4437,MG,PRP,ALOYSIO CUNHA,224
7089,MG,PT do B,EDSON SOARES,13642
5432,MG,PPL,HELDER AGOSTINHO CARRARA,308
7031,MG,PT do B,CELIA DA CRECHE,3090
3113,MG,PHS,GABRIELA ROSA DOS SANTOS,403
2720,MG,PSDC,CHIBA,5786
4011,MG,PSB,ALOISIO SANTOS NEIVA,3679
2360,MG,PPS,HUMBERTO SOUTO,70924
1400,MG,PTB,VILSON ANTÔNIO,9562
3690,MG,PTC,OVIMAR SOUTO - BOB,4033
4525,MG,PSDB,PRISCILA MEDEIROS,1221
3621,MG,PTC,WATSON AGUIAR,50
1050,MG,PRB,MEDEIROS,1107
2300,MG,PPS,STOESSEL VINHAS,2300
7006,MG,PT do B,RODRIGO MENDES,843
2356,MG,PPS,PAULO VALLE,2628
4066,MG,PSB,SANDRO COELHO,5704
7788,MG,SD,ESTER L.,191
1278,MG,PDT,EVELIN,226
4040,MG,PSB,XICA DA SILVA,2392
2016,MG,PSC,GILBERTO PIRES,733
2121,MG,PCB,THIAGO  CAMARGOS,903
1215,MG,PDT,VALTER FILHO,507
1200,MG,PDT,DR.ATILAS,4208
3123,MG,PHS,ZÉ PRATES,13271
4522,MG,PSDB,NÉIA,2771
3114,MG,PHS,JULIANE LOURDES SILVA,446
1610,MG,PSTU,IZABELLA LOURENÇA,1223
4530,MG,PSDB,ELBE BRANDÃO,3883
1381,MG,PT,ADRIANE DE MIRANDA,1198
1347,MG,PT,ZÉ BONOMO,640
5055,MG,PSOL,LOURIVAL,2648
2712,MG,PSDC,HELGA GREINER,553
1230,MG,PDT,EUSTAQUIO BINI,949
7059,MG,PT do B,MADALENA GUALBERTO,695
7037,MG,PT do B,PROFESSORA THAIS,1362
2110,MG,PCB,WILLIAN HERCULANO,546
5070,MG,PSOL,ANGELO AMARO,437
7066,MG,PT do B,MARLUCE RODRIGUES,656
7026,MG,PT do B,CRISTINA FREITAS,376
1601,MG,PSTU,GUSTAVO OLÍMPIO,695
1040,MG,PRB,LAURINHA,198
3345,MG,PMN,JOÃO CHICO,12963
1933,MG,PTN,PAULO ELETRECISTA,297
1525,MG,PMDB,SÔNIA PINHO,295
1388,MG,PT,NILO SERGIO,475
1242,MG,PDT,INDIA ALVES,109
1509,MG,PMDB,CÁTHIA ÍNDIO DO BRASIL,624
5520,MG,PSD,CARLA CRISTINA,225
4032,MG,PSB,ROBERTO GONÇALVES,1646
3633,MG,PTC,MARÍLIA,2856
7005,MG,PT do B,PAULINHO BIGODINHO,2790
4016,MG,PSB,ANTONIO C DUARTE,441
3677,MG,PTC,TANIA SOCIAL,99
3613,MG,PTC,ELIZABETH,121
9015,MG,PROS,SANDRA DE SOUZA,1159
1600,MG,PSTU,JORDANO CARVALHO,2896
3339,MG,PMN,EVANILDA GOMES,507
4322,MG,PV,RANDOLFO BARBOSA (FICO),576
3639,MG,PTC,PASTOR WALTER MOURISSO,522
4002,MG,PSB,SAULO MIRANDA,729
7017,MG,PT do B,JOSE RENATO BENCAO,843
4315,MG,PV,IARINHA ESTEVES,144
7092,MG,PT do B,REGINALDO ROSSI,1054
1721,MG,PSL,ANINHA DO NAÚTICO,109
2737,MG,PSDC,MESTRE LÁZARO,516
4587,MG,PSDB,JOICE MANGABEIRA,429
1267,MG,PDT,ALDENI GUERRA,146
3619,MG,PTC,ESIO LEVINO,666
1399,RJ,PT,TAFFAREL,4199
4332,RJ,PV,SHIRLEY HOFFMANN,112
1095,RJ,PRB,MIRA,141
1068,RJ,PRB,EDIR MARINS,71
3161,RJ,PHS,TAPETE,321
1593,RJ,PMDB,JAQUELINE SILVA,244
1070,RJ,PRB,KARÃO,743
1388,RJ,PT,WILSON SIMÕES LUZ,181
4370,RJ,PV,RAQUEL TINOCO,92
1208,RJ,PDT,CARLA RUAS,107
3175,RJ,PHS,ALESSANDRO AUGUSTO,396
1240,MG,PDT,WILSON CALIXTO,189
5110,MG,PEN,EDMAR XAVIER,1199
4380,MG,PV,MANOEL BISPO,834
4390,MG,PV,CELENE GOMES,77
2855,RJ,PRTB,RICARDO MIRANDA KADICO,1438
3179,RJ,PHS,JORGE GUERREIRO,220
4310,RJ,PV,THIAGO DA MATA,262
3128,RJ,PHS,STEFANE KATARINE,377
1092,RJ,PRB,FRANCISCA MENDONÇA,13
1067,RJ,PRB,ALEXANDRA CARVALHO,650
2798,RJ,PSDC,GENIVAL DO JORNAL,15
2717,RJ,PSDC,EDUARDO CORTÊS,599
1366,RJ,PT,CESAR DA VAN,1124
3177,RJ,PHS,MARCELO DO TRIO ELÉTRICO,818
3160,RJ,PHS,PEDRO MIGUEL,450
5149,RJ,PEN,ALCI BOMBEIRO,695
7729,RJ,SD,CAROLINA BARROS,756
2733,RJ,PSDC,PROFESSORA ROZÂNIA SILVA,778
7064,RJ,PT do B,JANETE DO SIÃO,105
1202,RJ,PDT,PROFESSOR CARLOS HENRIQUE,393
5134,RJ,PEN,RENATO JUNIOR,70
1597,RJ,PMDB,DANIELLE LINHARES,155
7038,RJ,PT do B,PAOLA CRISPINO,139
5187,RJ,PEN,CINTHIA BONFIM,20
2770,RJ,PSDC,MARTA GUERREIRA,351
5103,RJ,PEN,DORINHA VELOSO,261
5193,RJ,PEN,AGRIMARIO,269
1773,RJ,PSL,ANDREIA REBELLO,110
5526,RJ,PSD,VANESSA SILVA,74
7051,RJ,PT do B,MAYCON FREITAS,185
1763,RJ,PSL,NILDO MACIEL,495
5410,MG,PPL,DR. GERALDO,3713
2590,RJ,DEM,FRANCIANA,79
5058,RJ,PSOL,WILSON FERNANDES,1034
1710,RJ,PSL,MORENO,611
1714,RJ,PSL,ANTONIO LUCAS,343
3173,RJ,PHS,POROCA,872
7745,RJ,SD,PAULO PALHETA,295
1703,RJ,PSL,LELÊ VASCAÍNA,306
7074,MG,PT do B,HIE HIE,438
1740,MG,PSL,JUNINHO BEREGENO,76
3678,MG,PTC,CLAUDIO NAVES,235
2077,MG,PSC,HELENICE CUNHA,1004
1420,MG,PTB,PEREIRA SANCHES,117
1960,MG,PTN,LUCIANO,221
9088,MG,PROS,JOAO PEREIRA,70
2399,MG,PPS,PEDRO ALVARENGA,212
1993,MG,PTN,ALAIDE PIMENTA,290
4383,MG,PV,MARIA APARECIDA,68
